Entity,Code,Year,Earthquake deaths (NGDC-NOAA)
Afghanistan,AFG,1899,0
Afghanistan,AFG,1900,0
Afghanistan,AFG,1901,0
Afghanistan,AFG,1902,0
Afghanistan,AFG,1903,0
Afghanistan,AFG,1904,0
Afghanistan,AFG,1905,0
Afghanistan,AFG,1906,0
Afghanistan,AFG,1907,0
Afghanistan,AFG,1908,0
Afghanistan,AFG,1909,0
Afghanistan,AFG,1910,0
Afghanistan,AFG,1911,0
Afghanistan,AFG,1912,0
Afghanistan,AFG,1913,0
Afghanistan,AFG,1914,0
Afghanistan,AFG,1915,0
Afghanistan,AFG,1916,0
Afghanistan,AFG,1917,0
Afghanistan,AFG,1918,0
Afghanistan,AFG,1920,0
Afghanistan,AFG,1922,0
Afghanistan,AFG,1923,0
Afghanistan,AFG,1924,0
Afghanistan,AFG,1925,0
Afghanistan,AFG,1926,0
Afghanistan,AFG,1927,0
Afghanistan,AFG,1928,0
Afghanistan,AFG,1929,0
Afghanistan,AFG,1930,0
Afghanistan,AFG,1931,0
Afghanistan,AFG,1932,0
Afghanistan,AFG,1933,0
Afghanistan,AFG,1934,0
Afghanistan,AFG,1935,0
Afghanistan,AFG,1936,0
Afghanistan,AFG,1937,0
Afghanistan,AFG,1938,0
Afghanistan,AFG,1939,0
Afghanistan,AFG,1940,0
Afghanistan,AFG,1941,0
Afghanistan,AFG,1942,0
Afghanistan,AFG,1943,0
Afghanistan,AFG,1944,0
Afghanistan,AFG,1945,0
Afghanistan,AFG,1946,0
Afghanistan,AFG,1947,0
Afghanistan,AFG,1948,0
Afghanistan,AFG,1949,0
Afghanistan,AFG,1950,0
Afghanistan,AFG,1951,0
Afghanistan,AFG,1952,0
Afghanistan,AFG,1953,0
Afghanistan,AFG,1954,0
Afghanistan,AFG,1955,0
Afghanistan,AFG,1956,0
Afghanistan,AFG,1957,0
Afghanistan,AFG,1958,0
Afghanistan,AFG,1959,0
Afghanistan,AFG,1960,0
Afghanistan,AFG,1961,0
Afghanistan,AFG,1962,0
Afghanistan,AFG,1963,0
Afghanistan,AFG,1964,0
Afghanistan,AFG,1965,0
Afghanistan,AFG,1966,0
Afghanistan,AFG,1967,0
Afghanistan,AFG,1968,0
Afghanistan,AFG,1969,0
Afghanistan,AFG,1970,0
Afghanistan,AFG,1971,0
Afghanistan,AFG,1972,0
Afghanistan,AFG,1973,0
Afghanistan,AFG,1974,0
Afghanistan,AFG,1975,0
Afghanistan,AFG,1976,0
Afghanistan,AFG,1977,0
Afghanistan,AFG,1978,0
Afghanistan,AFG,1979,0
Afghanistan,AFG,1980,0
Afghanistan,AFG,1981,0
Afghanistan,AFG,1982,500
Afghanistan,AFG,1983,26
Afghanistan,AFG,1984,1
Afghanistan,AFG,1985,5
Afghanistan,AFG,1986,0
Afghanistan,AFG,1987,0
Afghanistan,AFG,1988,0
Afghanistan,AFG,1989,0
Afghanistan,AFG,1990,54
Afghanistan,AFG,1991,848
Afghanistan,AFG,1992,0
Afghanistan,AFG,1993,0
Afghanistan,AFG,1994,0
Afghanistan,AFG,1995,0
Afghanistan,AFG,1996,0
Afghanistan,AFG,1997,0
Afghanistan,AFG,1998,7024
Afghanistan,AFG,1999,70
Afghanistan,AFG,2000,0
Afghanistan,AFG,2001,4
Afghanistan,AFG,2002,1166
Afghanistan,AFG,2003,0
Afghanistan,AFG,2004,5
Afghanistan,AFG,2005,5
Afghanistan,AFG,2006,0
Afghanistan,AFG,2007,0
Afghanistan,AFG,2008,0
Afghanistan,AFG,2009,24
Afghanistan,AFG,2010,11
Afghanistan,AFG,2011,0
Afghanistan,AFG,2012,75
Afghanistan,AFG,2013,18
Afghanistan,AFG,2014,0
Afghanistan,AFG,2015,403
Afghanistan,AFG,2016,6
Afghanistan,AFG,2017,0
Albania,ALB,1500,0
Albania,ALB,1501,0
Albania,ALB,1502,0
Albania,ALB,1509,0
Albania,ALB,1511,0
Albania,ALB,1515,0
Albania,ALB,1531,0
Albania,ALB,1542,0
Albania,ALB,1551,0
Albania,ALB,1556,0
Albania,ALB,1560,0
Albania,ALB,1561,0
Albania,ALB,1564,0
Albania,ALB,1568,0
Albania,ALB,1570,0
Albania,ALB,1575,0
Albania,ALB,1579,0
Albania,ALB,1584,0
Albania,ALB,1586,0
Albania,ALB,1587,0
Albania,ALB,1596,0
Albania,ALB,1597,0
Albania,ALB,1600,0
Albania,ALB,1601,0
Albania,ALB,1604,0
Albania,ALB,1605,0
Albania,ALB,1606,0
Albania,ALB,1609,0
Albania,ALB,1611,0
Albania,ALB,1613,0
Albania,ALB,1616,0
Albania,ALB,1618,0
Albania,ALB,1619,0
Albania,ALB,1622,0
Albania,ALB,1626,0
Albania,ALB,1627,0
Albania,ALB,1628,0
Albania,ALB,1631,0
Albania,ALB,1633,0
Albania,ALB,1634,0
Albania,ALB,1636,0
Albania,ALB,1638,0
Albania,ALB,1640,0
Albania,ALB,1644,0
Albania,ALB,1645,0
Albania,ALB,1647,0
Albania,ALB,1649,0
Albania,ALB,1652,0
Albania,ALB,1654,0
Albania,ALB,1657,0
Albania,ALB,1659,0
Albania,ALB,1660,0
Albania,ALB,1662,0
Albania,ALB,1664,0
Albania,ALB,1666,0
Albania,ALB,1667,0
Albania,ALB,1668,0
Albania,ALB,1672,0
Albania,ALB,1673,0
Albania,ALB,1674,0
Albania,ALB,1677,0
Albania,ALB,1679,0
Albania,ALB,1680,0
Albania,ALB,1683,0
Albania,ALB,1687,0
Albania,ALB,1688,0
Albania,ALB,1692,0
Albania,ALB,1693,0
Albania,ALB,1694,0
Albania,ALB,1695,0
Albania,ALB,1700,0
Albania,ALB,1703,0
Albania,ALB,1704,0
Albania,ALB,1707,0
Albania,ALB,1709,0
Albania,ALB,1711,0
Albania,ALB,1713,0
Albania,ALB,1714,0
Albania,ALB,1716,0
Albania,ALB,1718,0
Albania,ALB,1721,0
Albania,ALB,1725,0
Albania,ALB,1726,0
Albania,ALB,1727,0
Albania,ALB,1730,0
Albania,ALB,1732,0
Albania,ALB,1736,0
Albania,ALB,1737,0
Albania,ALB,1738,0
Albania,ALB,1739,0
Albania,ALB,1746,0
Albania,ALB,1748,0
Albania,ALB,1750,0
Albania,ALB,1751,0
Albania,ALB,1754,0
Albania,ALB,1755,0
Albania,ALB,1757,0
Albania,ALB,1758,0
Albania,ALB,1761,0
Albania,ALB,1762,0
Albania,ALB,1763,0
Albania,ALB,1765,0
Albania,ALB,1766,0
Albania,ALB,1770,0
Albania,ALB,1771,0
Albania,ALB,1773,0
Albania,ALB,1780,0
Albania,ALB,1781,0
Albania,ALB,1782,0
Albania,ALB,1783,0
Albania,ALB,1784,0
Albania,ALB,1785,0
Albania,ALB,1786,0
Albania,ALB,1787,0
Albania,ALB,1788,0
Albania,ALB,1790,0
Albania,ALB,1791,0
Albania,ALB,1792,0
Albania,ALB,1793,0
Albania,ALB,1797,0
Albania,ALB,1799,0
Albania,ALB,1802,0
Albania,ALB,1804,0
Albania,ALB,1808,0
Albania,ALB,1810,0
Albania,ALB,1811,0
Albania,ALB,1812,0
Albania,ALB,1814,0
Albania,ALB,1815,0
Albania,ALB,1816,0
Albania,ALB,1818,0
Albania,ALB,1819,0
Albania,ALB,1820,0
Albania,ALB,1821,0
Albania,ALB,1822,0
Albania,ALB,1825,0
Albania,ALB,1827,0
Albania,ALB,1828,0
Albania,ALB,1829,0
Albania,ALB,1830,0
Albania,ALB,1831,0
Albania,ALB,1833,0
Albania,ALB,1834,0
Albania,ALB,1835,0
Albania,ALB,1837,0
Albania,ALB,1839,0
Albania,ALB,1840,0
Albania,ALB,1842,0
Albania,ALB,1843,0
Albania,ALB,1844,0
Albania,ALB,1845,0
Albania,ALB,1846,0
Albania,ALB,1847,0
Albania,ALB,1848,0
Albania,ALB,1850,0
Albania,ALB,1851,2400
Albania,ALB,1852,0
Albania,ALB,1853,0
Albania,ALB,1854,0
Albania,ALB,1855,0
Albania,ALB,1856,0
Albania,ALB,1857,0
Albania,ALB,1858,12
Albania,ALB,1859,0
Albania,ALB,1861,0
Albania,ALB,1862,0
Albania,ALB,1863,0
Albania,ALB,1864,0
Albania,ALB,1865,0
Albania,ALB,1866,80
Albania,ALB,1867,0
Albania,ALB,1868,0
Albania,ALB,1869,0
Albania,ALB,1870,0
Albania,ALB,1872,0
Albania,ALB,1874,0
Albania,ALB,1875,0
Albania,ALB,1877,0
Albania,ALB,1878,0
Albania,ALB,1879,0
Albania,ALB,1880,0
Albania,ALB,1881,0
Albania,ALB,1882,0
Albania,ALB,1883,0
Albania,ALB,1884,0
Albania,ALB,1885,0
Albania,ALB,1886,0
Albania,ALB,1887,0
Albania,ALB,1888,0
Albania,ALB,1889,0
Albania,ALB,1890,0
Albania,ALB,1891,0
Albania,ALB,1893,0
Albania,ALB,1894,0
Albania,ALB,1895,0
Albania,ALB,1896,0
Albania,ALB,1897,0
Albania,ALB,1898,0
Albania,ALB,1899,0
Albania,ALB,1900,0
Albania,ALB,1901,0
Albania,ALB,1902,0
Albania,ALB,1903,0
Albania,ALB,1904,0
Albania,ALB,1905,0
Albania,ALB,1906,0
Albania,ALB,1907,0
Albania,ALB,1908,0
Albania,ALB,1909,0
Albania,ALB,1910,0
Albania,ALB,1911,0
Albania,ALB,1912,0
Albania,ALB,1913,0
Albania,ALB,1914,0
Albania,ALB,1915,0
Albania,ALB,1916,0
Albania,ALB,1917,0
Albania,ALB,1918,0
Albania,ALB,1920,200
Albania,ALB,1922,0
Albania,ALB,1923,0
Albania,ALB,1924,0
Albania,ALB,1925,0
Albania,ALB,1926,0
Albania,ALB,1927,0
Albania,ALB,1928,0
Albania,ALB,1929,0
Albania,ALB,1930,0
Albania,ALB,1931,0
Albania,ALB,1932,0
Albania,ALB,1933,0
Albania,ALB,1934,0
Albania,ALB,1935,0
Albania,ALB,1936,0
Albania,ALB,1937,0
Albania,ALB,1938,0
Albania,ALB,1939,0
Albania,ALB,1940,0
Albania,ALB,1941,0
Albania,ALB,1942,43
Albania,ALB,1943,0
Albania,ALB,1944,0
Albania,ALB,1945,0
Albania,ALB,1946,0
Albania,ALB,1947,0
Albania,ALB,1948,0
Albania,ALB,1949,0
Albania,ALB,1950,0
Albania,ALB,1951,0
Albania,ALB,1952,0
Albania,ALB,1953,0
Albania,ALB,1954,0
Albania,ALB,1955,0
Albania,ALB,1956,0
Albania,ALB,1957,0
Albania,ALB,1958,0
Albania,ALB,1959,0
Albania,ALB,1960,0
Albania,ALB,1961,0
Albania,ALB,1962,0
Albania,ALB,1963,0
Albania,ALB,1964,0
Albania,ALB,1965,0
Albania,ALB,1966,0
Albania,ALB,1967,0
Albania,ALB,1968,0
Albania,ALB,1969,0
Albania,ALB,1970,0
Albania,ALB,1971,0
Albania,ALB,1972,0
Albania,ALB,1973,0
Albania,ALB,1974,0
Albania,ALB,1975,0
Albania,ALB,1976,0
Albania,ALB,1977,0
Albania,ALB,1978,0
Albania,ALB,1979,0
Albania,ALB,1980,0
Albania,ALB,1981,0
Albania,ALB,1982,0
Albania,ALB,1983,0
Albania,ALB,1984,0
Albania,ALB,1985,0
Albania,ALB,1986,0
Albania,ALB,1987,0
Albania,ALB,1988,0
Albania,ALB,1989,0
Albania,ALB,1990,0
Albania,ALB,1991,0
Albania,ALB,1992,0
Albania,ALB,1993,0
Albania,ALB,1994,0
Albania,ALB,1995,0
Albania,ALB,1996,0
Albania,ALB,1997,0
Albania,ALB,1998,0
Albania,ALB,1999,0
Albania,ALB,2000,0
Albania,ALB,2001,0
Albania,ALB,2002,0
Albania,ALB,2003,0
Albania,ALB,2004,0
Albania,ALB,2005,0
Albania,ALB,2006,0
Albania,ALB,2007,0
Albania,ALB,2008,0
Albania,ALB,2009,0
Albania,ALB,2010,0
Albania,ALB,2011,0
Albania,ALB,2012,0
Albania,ALB,2013,0
Albania,ALB,2014,0
Albania,ALB,2015,0
Albania,ALB,2016,0
Albania,ALB,2017,0
Algeria,DZA,1500,0
Algeria,DZA,1501,0
Algeria,DZA,1502,0
Algeria,DZA,1509,0
Algeria,DZA,1511,0
Algeria,DZA,1515,0
Algeria,DZA,1531,0
Algeria,DZA,1542,0
Algeria,DZA,1551,0
Algeria,DZA,1556,0
Algeria,DZA,1560,0
Algeria,DZA,1561,0
Algeria,DZA,1564,0
Algeria,DZA,1568,0
Algeria,DZA,1570,0
Algeria,DZA,1575,0
Algeria,DZA,1579,0
Algeria,DZA,1584,0
Algeria,DZA,1586,0
Algeria,DZA,1587,0
Algeria,DZA,1596,0
Algeria,DZA,1597,0
Algeria,DZA,1600,0
Algeria,DZA,1601,0
Algeria,DZA,1604,0
Algeria,DZA,1605,0
Algeria,DZA,1606,0
Algeria,DZA,1609,0
Algeria,DZA,1611,0
Algeria,DZA,1613,0
Algeria,DZA,1616,0
Algeria,DZA,1618,0
Algeria,DZA,1619,0
Algeria,DZA,1622,0
Algeria,DZA,1626,0
Algeria,DZA,1627,0
Algeria,DZA,1628,0
Algeria,DZA,1631,0
Algeria,DZA,1633,0
Algeria,DZA,1634,0
Algeria,DZA,1636,0
Algeria,DZA,1638,0
Algeria,DZA,1640,0
Algeria,DZA,1644,0
Algeria,DZA,1645,0
Algeria,DZA,1647,0
Algeria,DZA,1649,0
Algeria,DZA,1652,0
Algeria,DZA,1654,0
Algeria,DZA,1657,0
Algeria,DZA,1659,0
Algeria,DZA,1660,0
Algeria,DZA,1662,0
Algeria,DZA,1664,0
Algeria,DZA,1666,0
Algeria,DZA,1667,0
Algeria,DZA,1668,0
Algeria,DZA,1672,0
Algeria,DZA,1673,0
Algeria,DZA,1674,0
Algeria,DZA,1677,0
Algeria,DZA,1679,0
Algeria,DZA,1680,0
Algeria,DZA,1683,0
Algeria,DZA,1687,0
Algeria,DZA,1688,0
Algeria,DZA,1692,0
Algeria,DZA,1693,0
Algeria,DZA,1694,0
Algeria,DZA,1695,0
Algeria,DZA,1700,0
Algeria,DZA,1703,0
Algeria,DZA,1704,0
Algeria,DZA,1707,0
Algeria,DZA,1709,0
Algeria,DZA,1711,0
Algeria,DZA,1713,0
Algeria,DZA,1714,0
Algeria,DZA,1716,20000
Algeria,DZA,1718,0
Algeria,DZA,1721,0
Algeria,DZA,1725,0
Algeria,DZA,1726,0
Algeria,DZA,1727,0
Algeria,DZA,1730,0
Algeria,DZA,1732,0
Algeria,DZA,1736,0
Algeria,DZA,1737,0
Algeria,DZA,1738,0
Algeria,DZA,1739,0
Algeria,DZA,1746,0
Algeria,DZA,1748,0
Algeria,DZA,1750,0
Algeria,DZA,1751,0
Algeria,DZA,1754,0
Algeria,DZA,1755,0
Algeria,DZA,1757,0
Algeria,DZA,1758,0
Algeria,DZA,1761,0
Algeria,DZA,1762,0
Algeria,DZA,1763,0
Algeria,DZA,1765,0
Algeria,DZA,1766,0
Algeria,DZA,1770,0
Algeria,DZA,1771,0
Algeria,DZA,1773,0
Algeria,DZA,1780,0
Algeria,DZA,1781,0
Algeria,DZA,1782,0
Algeria,DZA,1783,0
Algeria,DZA,1784,0
Algeria,DZA,1785,0
Algeria,DZA,1786,0
Algeria,DZA,1787,0
Algeria,DZA,1788,0
Algeria,DZA,1790,3000
Algeria,DZA,1791,0
Algeria,DZA,1792,0
Algeria,DZA,1793,0
Algeria,DZA,1797,0
Algeria,DZA,1799,0
Algeria,DZA,1802,0
Algeria,DZA,1804,0
Algeria,DZA,1808,0
Algeria,DZA,1810,0
Algeria,DZA,1811,0
Algeria,DZA,1812,0
Algeria,DZA,1814,0
Algeria,DZA,1815,0
Algeria,DZA,1816,0
Algeria,DZA,1818,0
Algeria,DZA,1819,0
Algeria,DZA,1820,0
Algeria,DZA,1821,0
Algeria,DZA,1822,0
Algeria,DZA,1825,7000
Algeria,DZA,1827,0
Algeria,DZA,1828,0
Algeria,DZA,1829,0
Algeria,DZA,1830,0
Algeria,DZA,1831,0
Algeria,DZA,1833,0
Algeria,DZA,1834,0
Algeria,DZA,1835,0
Algeria,DZA,1837,0
Algeria,DZA,1839,0
Algeria,DZA,1840,0
Algeria,DZA,1842,0
Algeria,DZA,1843,0
Algeria,DZA,1844,0
Algeria,DZA,1845,0
Algeria,DZA,1846,0
Algeria,DZA,1847,0
Algeria,DZA,1848,0
Algeria,DZA,1850,0
Algeria,DZA,1851,0
Algeria,DZA,1852,0
Algeria,DZA,1853,0
Algeria,DZA,1854,0
Algeria,DZA,1855,0
Algeria,DZA,1856,3
Algeria,DZA,1857,0
Algeria,DZA,1858,0
Algeria,DZA,1859,0
Algeria,DZA,1861,0
Algeria,DZA,1862,0
Algeria,DZA,1863,0
Algeria,DZA,1864,0
Algeria,DZA,1865,0
Algeria,DZA,1866,0
Algeria,DZA,1867,70
Algeria,DZA,1868,0
Algeria,DZA,1869,40
Algeria,DZA,1870,0
Algeria,DZA,1872,0
Algeria,DZA,1874,0
Algeria,DZA,1875,0
Algeria,DZA,1877,0
Algeria,DZA,1878,0
Algeria,DZA,1879,0
Algeria,DZA,1880,0
Algeria,DZA,1881,0
Algeria,DZA,1882,0
Algeria,DZA,1883,0
Algeria,DZA,1884,0
Algeria,DZA,1885,33
Algeria,DZA,1886,0
Algeria,DZA,1887,20
Algeria,DZA,1888,0
Algeria,DZA,1889,0
Algeria,DZA,1890,0
Algeria,DZA,1891,36
Algeria,DZA,1893,0
Algeria,DZA,1894,0
Algeria,DZA,1895,0
Algeria,DZA,1896,0
Algeria,DZA,1897,0
Algeria,DZA,1898,0
Algeria,DZA,1899,0
Algeria,DZA,1900,0
Algeria,DZA,1901,0
Algeria,DZA,1902,0
Algeria,DZA,1903,0
Algeria,DZA,1904,0
Algeria,DZA,1905,0
Algeria,DZA,1906,0
Algeria,DZA,1907,0
Algeria,DZA,1908,0
Algeria,DZA,1909,0
Algeria,DZA,1910,12
Algeria,DZA,1911,0
Algeria,DZA,1912,0
Algeria,DZA,1913,0
Algeria,DZA,1914,0
Algeria,DZA,1915,0
Algeria,DZA,1916,0
Algeria,DZA,1917,0
Algeria,DZA,1918,0
Algeria,DZA,1920,0
Algeria,DZA,1922,0
Algeria,DZA,1923,0
Algeria,DZA,1924,0
Algeria,DZA,1925,0
Algeria,DZA,1926,0
Algeria,DZA,1927,0
Algeria,DZA,1928,0
Algeria,DZA,1929,0
Algeria,DZA,1930,0
Algeria,DZA,1931,0
Algeria,DZA,1932,0
Algeria,DZA,1933,0
Algeria,DZA,1934,0
Algeria,DZA,1935,0
Algeria,DZA,1936,0
Algeria,DZA,1937,0
Algeria,DZA,1938,0
Algeria,DZA,1939,0
Algeria,DZA,1940,0
Algeria,DZA,1941,0
Algeria,DZA,1942,0
Algeria,DZA,1943,0
Algeria,DZA,1944,0
Algeria,DZA,1945,0
Algeria,DZA,1946,264
Algeria,DZA,1947,3
Algeria,DZA,1948,0
Algeria,DZA,1949,0
Algeria,DZA,1950,0
Algeria,DZA,1951,0
Algeria,DZA,1952,0
Algeria,DZA,1953,0
Algeria,DZA,1954,1243
Algeria,DZA,1955,0
Algeria,DZA,1956,0
Algeria,DZA,1957,0
Algeria,DZA,1958,0
Algeria,DZA,1959,0
Algeria,DZA,1960,47
Algeria,DZA,1961,0
Algeria,DZA,1962,0
Algeria,DZA,1963,0
Algeria,DZA,1964,0
Algeria,DZA,1965,4
Algeria,DZA,1966,0
Algeria,DZA,1967,10
Algeria,DZA,1968,1
Algeria,DZA,1969,0
Algeria,DZA,1970,0
Algeria,DZA,1971,0
Algeria,DZA,1972,0
Algeria,DZA,1973,0
Algeria,DZA,1974,0
Algeria,DZA,1975,1
Algeria,DZA,1976,0
Algeria,DZA,1977,0
Algeria,DZA,1978,0
Algeria,DZA,1979,0
Algeria,DZA,1980,5000
Algeria,DZA,1981,0
Algeria,DZA,1982,0
Algeria,DZA,1983,0
Algeria,DZA,1984,0
Algeria,DZA,1985,6
Algeria,DZA,1986,0
Algeria,DZA,1987,1
Algeria,DZA,1988,0
Algeria,DZA,1989,0
Algeria,DZA,1990,0
Algeria,DZA,1991,0
Algeria,DZA,1992,0
Algeria,DZA,1993,0
Algeria,DZA,1994,171
Algeria,DZA,1995,0
Algeria,DZA,1996,0
Algeria,DZA,1997,0
Algeria,DZA,1998,0
Algeria,DZA,1999,24
Algeria,DZA,2000,0
Algeria,DZA,2001,0
Algeria,DZA,2002,0
Algeria,DZA,2003,2275
Algeria,DZA,2004,0
Algeria,DZA,2005,0
Algeria,DZA,2006,4
Algeria,DZA,2007,0
Algeria,DZA,2008,2
Algeria,DZA,2009,0
Algeria,DZA,2010,2
Algeria,DZA,2011,0
Algeria,DZA,2012,0
Algeria,DZA,2013,0
Algeria,DZA,2014,6
Algeria,DZA,2015,0
Algeria,DZA,2016,0
Algeria,DZA,2017,0
Argentina,ARG,1500,0
Argentina,ARG,1501,0
Argentina,ARG,1502,0
Argentina,ARG,1509,0
Argentina,ARG,1511,0
Argentina,ARG,1515,0
Argentina,ARG,1531,0
Argentina,ARG,1542,0
Argentina,ARG,1551,0
Argentina,ARG,1556,0
Argentina,ARG,1560,0
Argentina,ARG,1561,0
Argentina,ARG,1564,0
Argentina,ARG,1568,0
Argentina,ARG,1570,0
Argentina,ARG,1575,0
Argentina,ARG,1579,0
Argentina,ARG,1584,0
Argentina,ARG,1586,0
Argentina,ARG,1587,0
Argentina,ARG,1596,0
Argentina,ARG,1597,0
Argentina,ARG,1600,0
Argentina,ARG,1601,0
Argentina,ARG,1604,0
Argentina,ARG,1605,0
Argentina,ARG,1606,0
